city,otherName,country,latitude,longitude,year,population,certainty,source,overlapCandidateCount
Achin,Aceh,Indonesia,5.55,95.316667,1886,30000,3,chandler,1
La Paz,,Bolivia,-16.5,-68.15,1886,56800,1,chandler,1
Sana'a ,Sanaa,Yemen,15.35472,44.20667,1887,25000,1,chandler,1
Yadz,Yezd,Iran,31.896611,54.360681,1888,50000,1,chandler,1
Xiangtan,Siangtan,China,27.85,112.9,1889,65000,3,chandler,1
Ankara,Angora,Turkey,39.91987,32.85427,1890,27825,1,chandler,1
Chongqing,"Chonquing, Chungking",China,29.56301,106.551557,1890,109000,2,chandler,1
Khovd,Kobdo,Mongolia,48.004167,91.640556,1890,6000,2,chandler,1
Oudong,"Udong, Odong",Cambodia,11.819431,104.742897,1890,16000,1,chandler,1
Ouro Preto,Vila Rica,Brazil,-20.39484,-43.50517,1890,17860,1,chandler,1
Taiyuan,,China,37.87059,112.548879,1890,50000,1,chandler,1
Tianjin,Tientsin,China,39.14222,117.17667,1890,569445,1,chandler,1
Amarapura,,Myanmar,21.892983,96.05,1891,11004,1,chandler,1
Chhapra,,India,25.7848,84.7274,1891,56000,3,chandler,1
Chinkiang,Zhenjiang,China,32.2,119.416667,1891,135000,2,chandler,1
Hanoi,H� Noi,Vietnam,21.033333,105.85,1891,51000,1,chandler,1
Hyderabad,,India,17.38405,78.45636,1891,415039,1,chandler,1
Bursa,Brusa,Turkey,40.19266,29.08403,1892,76303,1,chandler,1
Karaman,Laranda,Turkey,37.18111,33.215,1892,7500,1,chandler,1
Kayseri,"Caesarea, Mazaca",Turkey,38.73222,35.48528,1892,71000,2,chandler,1
Jakarta,Batavia,Indonesia,-6.21462,106.84513,1893,110000,1,chandler,1
Hue,,Vietnam,16.46667,107.6,1894,50325,1,chandler,1
Pochow,,China,33.8772222,115.7702778,1894,54000,3,chandler,1
Guangzhou,Canton,China,23.11667,113.25,1895,550000,1,chandler,1
Ougadougou,Wagadugu,Burkina Faso,12.364636,-1.533864,1895,5000,1,chandler,1
Sarajevo,"Bosna-Serai, Serajevo",Bosnia and Herzegovina,43.84864,18.35644,1895,41543,1,chandler,1
Tunis,,Tunisia,36.818811,10.165961,1895,153000,1,chandler,1
Wenzhou,"Wenchow, Luchow",China,27.99942,120.66682,1895,80000,1,chandler,1
Asyut,,Egypt,27.18096,31.18368,1897,42100,1,chandler,1
Bukhara,Bokhara,Uzbekistan,39.765869,64.422347,1897,68000,1,chandler,1
Fua,"Puwa, near Alexandria",Egypt,31.207161,29.960322,1897,9900,3,chandler,1
Xiamen,"Amoy, Hsiamen",China,24.47979,118.08187,1897,96370,1,chandler,1
Wuhu,,China,31.33728,118.37351,1898,80750,1,chandler,1
A Coruna,"Coruna, A Coru�a",Spain,43.362344,-8.41154,1900,43000,1,chandler,1
Aachen,Aix-la-Chapelle,Germany,50.77664,6.08342,1900,135000,1,chandler,1
Aalborg,,Denmark,57.048,9.9187,1900,34000,1,chandler,1
Aarhus,,Denmark,56.162939,10.203921,1900,51000,1,chandler,1
Abeokuta,,Nigeria,7.15,3.35,1900,60000,2,chandler,1
Aberdeen,,United Kingdom,57.14369,-2.09814,1900,150000,1,chandler,1
Abo, �bo (Turku),Finland,60.449325,22.259231,1900,38000,3,chandler,1
Adana,,Turkey,37.00167,35.32889,1900,30000,1,chandler,1
Addis Ababa,,Ethiopia,9.02497,38.74689,1900,35000,1,chandler,1
Adelaide,,Australia,-34.92866,138.59863,1900,159000,1,chandler,1
Aden,,Yemen,12.77944,45.03667,1900,35000,1,chandler,1
Agra,,India,27.18333,78.01667,1900,186000,1,chandler,1
Aguascalientes,,Mexico,21.88234,-102.28259,1900,35000,1,chandler,1
Ahmedabad,Asawal,India,23.039568,72.566004,1900,181000,1,chandler,1
Ahmednagar,,India,19.095208,74.749592,1900,41000,1,chandler,1
Ajmer,,India,26.44976,74.64116,1900,73000,1,chandler,1
Akron,Ohio,United States of America,41.0731,-81.5178,1900,42000,1,chandler,1
Akyab,Sittwe,Myanmar,20.144444,92.896944,1900,35000,1,chandler,1
Albany,New York,United States of America,42.652578,-73.756233,1900,99000,1,chandler,1
Aldershot,,United Kingdom,51.24827,-0.76389,1900,30000,1,chandler,1
Aleppo,,Syria,36.216667,37.166667,1900,130000,1,chandler,1
Alessandria,,Italy,44.91245,8.61894,1900,48000,1,chandler,1
Alexandria,,Egypt,31.200092,29.918739,1900,314000,1,chandler,1
Algiers,,Algiers,36.7525,3.04197,1900,140000,1,chandler,1
Alicante,,Spain,38.34517,-0.48149,1900,39000,1,chandler,1
Aligarh,,India,27.88334,78.07475,1900,69000,1,chandler,1
Allahabad,Prayag,India,25.44894,81.83328,1900,172000,1,chandler,1
Allentown,Pennsylvania,United States of America,40.17789,-74.58349,1900,35000,1,chandler,1
Almeria,Almer�a ,Spain,36.83814,-2.45974,1900,47000,1,chandler,1
Alost,Aalst,Belgium,50.93781,4.040952,1900,30000,3,chandler,1
Altenburg,,Germany,50.985,12.433333,1900,37000,1,chandler,1
Altoona,Pennsylvania,United States of America,40.518681,-78.394736,1900,38000,3,chandler,1
Alwar,,India,27.56246,76.625,1900,56000,1,chandler,1
Amiens,,France,49.892,2.299,1900,90000,1,chandler,1
Amravati,Amraoti,India,20.9258,77.7647,1900,34000,2,chandler,1
Amritsar,,India,31.63661,74.87476,1900,159000,1,chandler,1
Amroha,,India,28.90314,78.46984,1900,39000,1,chandler,1
Amsterdam,,Netherlands,52.37403,4.88969,1900,510000,1,chandler,1
Ancona,,Italy,43.59816,13.51008,1900,34000,3,chandler,1
Andizhan,Andijan,Uzbekistan,40.783333,72.333333,1900,55000,1,chandler,1
Andria,,Italy,41.23063,16.29087,1900,47000,2,chandler,1
Angers,,France,47.46667,-0.55,1900,82000,1,chandler,1
Angouleme,Angoul�me ,France,45.65,0.15,1900,32000,1,chandler,1
Anqing,Anking,China,30.50917,117.05056,1900,70000,1,chandler,1
Antananarivo,Tananarive,Madagascar,-18.914812,47.531623,1900,54000,1,chandler,1
Antwerp,Antwerpen ,Belgium,51.219217,4.402883,1900,361000,1,chandler,1
Arad,,Romania,46.18333,21.31667,1900,53000,1,chandler,1
Arnhem,,Netherlands,51.98,5.91111,1900,57000,1,chandler,1
Arrah,Ara,India,25.34,84.4,1900,45000,2,chandler,1
Astrakhan,"Atil, Itil",Russian Federation,46.366681,48.083239,1900,121000,1,chandler,1
Asuncion,Asunci�n ,Paraguay,-25.30066,-57.63591,1900,51000,1,chandler,1
Asyut,,Egypt,27.18096,31.18368,1900,42000,1,chandler,1
Athens,,Greece,37.97945,23.71622,1900,181000,1,chandler,1
Atlanta,,United States of America,33.749,-84.38798,1900,90000,1,chandler,1
Auburn,Alabama,United States of America,32.587778,-85.480833,1900,30000,3,chandler,1
Auckland,,New Zealand,-36.86667,174.76667,1900,65000,1,chandler,1
Augsberg,Ausburg,Germany,48.371444,10.898239,1900,102000,1,chandler,1
Augusta,Georgia,United States of America,33.473498,-82.010515,1900,39000,3,chandler,1
Aurangabad,,India,19.876165,75.343314,1900,36000,1,chandler,1
Avignon,,France,43.94834,4.80892,1900,46000,1,chandler,1
Aydin,,Turkey,37.84501,27.83963,1900,35000,1,chandler,1
Azemmour,Azammour,Morocco,33.287778,-8.342222,1900,10000,1,chandler,1
Badajoz,,Spain,38.87789,-6.97061,1900,30000,1,chandler,1
Baghdad,Bagdad,Iraq,33.34058,44.40088,1900,145000,1,chandler,1
Baku,,Azerbaijan,40.37767,49.89201,1900,179000,1,chandler,1
Ballarat,,Australia,-37.56622,143.84957,1900,43000,1,chandler,1
Baltimore,Maryland,United States of America,39.29038,-76.61219,1900,508000,1,chandler,1
Bamberg,,Germany,49.89873,10.90067,1900,41000,1,chandler,1
Bangalore,,India,12.97194,77.59369,1900,161000,1,chandler,1
Bangkok,,Thailand,13.75398,100.50144,1900,267000,1,chandler,1
Baoding,Paoting,China,38.873891,115.464806,1900,80000,2,chandler,1
Barcelona,,Spain,41.38879,2.15899,1900,552000,1,chandler,1
Bareilly,,India,28.34702,79.42193,1900,130000,1,chandler,1
Bari,,Italy,41.117142,16.871872,1900,77000,1,chandler,1
Barletta,,Italy,41.31183,16.29077,1900,40000,1,chandler,1
Barnsley,,United Kingdom,53.55,-1.48333,1900,40000,1,chandler,1
Barquisimeto,,Venezuela,10.07389,-69.32278,1900,32000,1,chandler,1
Barranquilla,,Colombia,10.96854,-74.78132,1900,30000,1,chandler,1
Barrow,Alaska,United States of America,71.29058,-156.78872,1900,56000,2,chandler,1
Basel,,Switzerland,47.5584,7.57327,1900,109000,1,chandler,1
Bassein,Pathein,Myanmar,16.774168,94.731666,1900,31000,2,chandler,1
Bath,,United Kingdom,51.37795,-2.35907,1900,60000,1,chandler,1
Bauchi,Yakoba,Nigeria,10.315833,9.844167,1900,50000,3,chandler,1
Bay City,Michigan,United States of America,43.59505,-83.888639,1900,40000,2,chandler,1
Beijing,Peking,China,39.9075,116.39723,1900,1100000,1,chandler,1
Belem,"Bel�m, Para",Brazil,-1.455833,-48.503889,1900,96000,3,chandler,1
Belfast,,Ireland,54.597283,-5.930117,1900,335000,1,chandler,1
Belgaum,,India,15.85212,74.50447,1900,37000,1,chandler,1
Belgorod-Dnestrovskiy,"Bilhorod-Dnistrovskyi, Akkerman",Ukraine,46.183333,30.333333,1900,32000,1,chandler,1
Belgrade,Beograd,Serbia,44.80401,20.46513,1900,69000,1,chandler,1
Bellary,,India,15.14575,76.91751,1900,58000,1,chandler,1
Bendery,Bender,Republic of Moldova,46.83056,29.47111,1900,33000,1,chandler,1
Bendigo,,Australia,-36.75818,144.28024,1900,30000,1,chandler,1
Berdychiv,Berdichev,Ukraine,49.907903,28.587936,1900,58000,1,chandler,1
Bergen,,Norway,60.391264,5.322053,1900,72000,1,chandler,1
Bergisch Gladbach,Gladbach,Germany,51.2,7.116667,1900,92000,3,chandler,1
Berlin,,Germany,52.52437,13.41053,1900,2707000,1,chandler,1
Bern,,Switzerland,46.94809,7.44744,1900,64000,1,chandler,1
Bernburg,Bernberg,Germany,51.797014,11.73421,1900,34000,2,chandler,1
Beruit,,Lebanon,33.888629,35.495479,1900,118000,1,chandler,1
Berwick-upon-Tweed,Berwick,United Kingdom,55.771,-2.007,1900,30000,3,chandler,1
Besancon,Besan�on ,France,47.24878,6.01815,1900,55000,1,chandler,1
Beziers, B�ziers,France,43.34762,3.21899,1900,52000,1,chandler,1
Bhagalpur,Boglipore,India,25.24446,86.97183,1900,75000,1,chandler,1
Bhaktapur,"Bhatgaon, Bhadgaon",Nepal,27.672222,85.427778,1900,35000,1,chandler,1
Bharatpur,Bhurtpore,India,27.21731,77.49009,1900,45000,3,chandler,1
Bhavnagar,,India,21.77446,72.1525,1900,56000,1,chandler,1
Bhiwani,,India,28.79194,76.14108,1900,35000,1,chandler,1
Bialystok,,Poland,53.13333,23.16433,1900,65000,1,chandler,1
Bida,,Nigeria,9.08333,6.01667,1900,60000,1,chandler,1
Bielefeld,,Germany,52.03333,8.53333,1900,63000,1,chandler,1
Bihar,"Udantapura, Odantapuri",India,25.096074,85.313119,1900,45000,3,chandler,1
Bikaner,,India,28.02094,73.30749,1900,52000,1,chandler,1
Bilbao,,Spain,43.26271,-2.92528,1900,83000,1,chandler,1
Binghamton,New York,United States of America,42.09869,-75.91797,1900,39000,2,chandler,1
Birmingham,,United Kingdom,52.48142,-1.89983,1900,1248000,1,chandler,1
Birmingham,Alabama,United States of America,33.520661,-86.80249,1900,55000,1,chandler,1
Bitlis,,Turkey,38.40115,42.10784,1900,38000,1,chandler,1
Blackburn,,United Kingdom,53.748578,-2.487536,1900,126000,2,chandler,1
Blackpool,,United Kingdom,53.81667,-3.05,1900,43000,2,chandler,1
Blagoveshchensk,Blagovyeshchensk,Russian Federation,50.272776,127.540406,1900,37000,1,chandler,1
Bobruysk,Bobruisk,Belarus,53.15,29.233333,1900,35000,1,chandler,1
Bogota,"Bacata, Funza, Bogot�",Columbia,4.598056,-74.075833,1900,110000,1,chandler,1
Bologna,,Italy,44.49381,11.33875,1900,132000,1,chandler,1
Bolton,,United Kingdom,53.58333,-2.43333,1900,168000,1,chandler,1
Bonn,,Germany,50.73438,7.09548,1900,59000,1,chandler,1
Bordeaux,,France,44.84044,-0.5805,1900,304000,1,chandler,1
Borinage,,Belgium,50.617619,3.345133,1900,70000,2,chandler,1
Boston,,United States of America,42.358431,-71.059772,1900,1075000,1,chandler,1
Boulogne,Boulogne-sur-Mer,France,50.7264,1.6147,1900,49000,2,chandler,1
Bourges,,France,47.08333,2.4,1900,39000,1,chandler,1
Bournemouth,,United Kingdom,50.72048,-1.8795,1900,46000,1,chandler,1
Bradford,,United Kingdom,53.79391,-1.75206,1900,303000,2,chandler,1
Braila,,Romania,45.26667,27.98333,1900,58000,1,chandler,1
Brandenburg,Bradenburg an der Havel,Germany,52.416667,12.533333,1900,49000,3,chandler,1
Brasov,"Brassov, Brasso",Romania,45.666667,25.616667,1900,60000,1,chandler,2
Bratislava,"Pozsony, Pressburg",Slovakia,48.145892,17.107136,1900,61000,2,chandler,1
Braunschweig,Brunswick,Germany,52.268875,10.526769,1900,128000,1,chandler,1
Bremen,,Germany,53.07516,8.80777,1900,182000,1,chandler,1
Bremerhaven,,Germany,53.55021,8.57674,1900,64000,1,chandler,1
Brescia,,Italy,45.52478,10.22727,1900,48000,1,chandler,1
Brest,Brest-Litovsk,Belarus,52.133333,23.666667,1900,43000,2,chandler,1
Brest,,France,48.3908,-4.486075,1900,103000,1,chandler,1
Bridgeport,Connecticut,United States of America,41.1864,-73.1956,1900,71000,3,chandler,1
Brighton,,United Kingdom,50.822531,-0.137164,1900,158000,2,chandler,1
Brisbane,,Australia,-27.46794,153.02809,1900,118000,1,chandler,1
Bristol,,United Kingdom,51.45523,-2.59665,1900,320000,1,chandler,1
Broach,,India,21.724644,73.002294,1900,42000,3,chandler,1
Brockton,Massachusetts,United States of America,42.08343,-71.01838,1900,40000,1,chandler,1
Brugge,Bruges,Belgium,51.210819,3.224936,1900,53000,1,chandler,1
Brunn,Brno,Austria,49.2,16.6167,1900,137000,2,chandler,1
Brussel,Brussels,Belgium,50.85045,4.34878,1900,561000,1,chandler,1
Bucharest,,Romania,44.43225,26.10626,1900,282000,1,chandler,1
Budapest,,Hungary,47.49801,19.03991,1900,785000,1,chandler,1
Budaun,,India,28.0362,79.12631,1900,38000,1,chandler,1
Buenos Aires,,Argentina,-34.61315,-58.37723,1900,806000,1,chandler,1
Buffalo,,United States of America,42.9047,-78.8494,1900,360000,1,chandler,1
Burgos,,Spain,42.35,-3.7,1900,31000,1,chandler,1
Burnley,,United Kingdom,53.8,-2.23333,1900,96000,1,chandler,1
Bursa,Brusa,Turkey,40.19266,29.08403,1900,71000,1,chandler,1
Bury,,United Kingdom,53.593,-2.298,1900,57000,1,chandler,1
Busan,Pusan,Republic of Korea,35.179554,129.075642,1900,73000,3,chandler,1
Bydgoszcz,Bromberg,Poland,53.116667,18,1900,52000,3,chandler,1
Cadiz,,Spain,36.52978,-6.29465,1900,113000,1,chandler,1
Caen,,France,49.18585,-0.35912,1900,42000,1,chandler,1
Cagliari,,Italy,39.20738,9.13462,1900,53000,1,chandler,1
Cairo,"Fostat, Fustat",Egypt,30.06263,31.24967,1900,595000,1,chandler,1
Calais,,France,50.9581,1.85205,1900,59000,1,chandler,1
Calcutta,Kolkata,India,22.56263,88.36304,1900,1085000,1,chandler,1
Calicut,,India,11.258753,75.78041,1900,75000,3,chandler,1
Caltanissetta,,Italy,37.490112,14.062893,1900,32000,1,chandler,1
Cambay,,India,22.313114,72.619408,1900,31000,3,chandler,1
Cambridge,,United Kingdom,52.205,0.119,1900,38000,1,chandler,1
Canton,Ohio,United States of America,40.805,,1900,30000,2,chandler,1
Cape Town,,South Africa,-33.92584,18.42322,1900,148000,1,chandler,1
Caracas,,Venezuela,10.48801,-66.87919,1900,82000,1,chandler,1
Cardiff,,Wales,51.481581,-3.17909,1900,169000,1,chandler,1
Carlisle,,United Kingdom,54.8951,-2.9382,1900,45000,1,chandler,1
Cartagena,,Spain,37.625683,-0.996583,1900,78000,1,chandler,1
Cassel,,France,50.80109,2.48527,1900,106000,1,chandler,1
Catania,,Italy,37.50213,15.08719,1900,138000,1,chandler,1
Cerignola,,Italy,41.26403,15.90046,1900,31000,1,chandler,1
Ceske Budejovice,"Budweis, Cesk� Budejovice",Czech Republic,48.974722,14.474722,1900,39000,2,chandler,1
Changsha,,China,28.196111,112.972222,1900,220000,1,chandler,1
Changteh,,China,28.228209,112.938814,1900,40000,3,chandler,1
Chaozhou,"Chaochow, Chaohsien",China,23.67,116.63,1900,40000,3,chandler,1
Charleston,South Carolina,United States of America,32.7833,-79.9333,1900,58000,1,chandler,1
Chattanooga,Tennessee,United States of America,35.04563,-85.30968,1900,30000,1,chandler,1
Chefoo,Yantai,China,37.535,121.389167,1900,35000,2,chandler,1
Cheltenham,,United Kingdom,51.883333,-2.066667,1900,48000,2,chandler,1
Chemnitz,,Germany,50.83333,12.91667,1900,206000,1,chandler,1
Chengdu,,China,30.66667,104.06667,1900,300000,1,chandler,1
Cherbourg,Cherbourg-Octeville,France,49.639093,-1.625298,1900,42000,1,chandler,1
Chernivtsi,Czernowitz,Ukraine,48.291683,25.935217,1900,67000,3,chandler,1
Chester,,United Kingdom,53.1903,-2.8916,1900,38000,3,chandler,1
Chhapra,,India,25.7848,84.7274,1900,47000,3,chandler,1
Chicago,Illinois,United States of America,41.85003,-87.65005,1900,1717000,1,chandler,1
Chihuahua,,Mexico,28.63333,-106.08333,1900,30000,1,chandler,1
Chillan, Chill�n ,Chile,-36.60664,-72.10344,1900,34000,1,chandler,1
Chinkiang,Zhenjiang,China,32.2,119.416667,1900,168000,2,chandler,1
Chisinau,"Kishinev, Chisin�u ",Republic of Moldova,47.026858,28.84155,1900,125000,1,chandler,1
Chongqing,"Chonquing, Chungking",China,29.56301,106.551557,1900,180000,2,chandler,1
Christchurch,,New Zealand,-43.532054,172.636225,1900,55000,1,chandler,1
Cincinnati,,United States of America,39.162,-84.45689,1900,417000,1,chandler,1
Clermont,,France,45.7831,3.0824,1900,52000,2,chandler,1
Cleveland,Ohio,United States of America,41.499495,-81.695409,1900,385000,1,chandler,1
Cluj-Napoca,Koloszvar,Romania,46.777248,23.59989,1900,46000,1,chandler,1
Coatbridge,,United Kingdom,55.86216,-4.02469,1900,57000,1,chandler,1
Coimbatore,,India,11.00555,76.96612,1900,52000,1,chandler,1
Colchester,,United Kingdom,51.88921,0.90421,1900,38000,1,chandler,1
Colmar,,France,48.08333,7.36667,1900,36000,1,chandler,1
Cologne,"Koln, Coln",Germany,50.937531,6.960278,1900,437000,1,chandler,1
Colombo,,Sri Lanka,6.9344,79.8428,1900,152000,1,chandler,1
Columbus,Ohio,United States of America,39.961176,-82.998794,1900,125000,1,chandler,1
Concepcion, Concepci�n ,Chile,-36.818938,-73.050319,1900,53000,1,chandler,1
Constantine,,Algeria,36.365,6.61472,1900,52000,1,chandler,1
Copenhagen,,Denmark,55.67594,12.56553,1900,462000,1,chandler,1
Cordoba,,Argentina,-31.4135,-64.18105,1900,49000,1,chandler,1
Cordoba,"Cordova, C�rdoba",Spain,38.046133,-4.893564,1900,52000,2,chandler,1
Cork,,Ireland,51.89797,-8.47061,1900,76000,1,chandler,1
Cottbus,,Germany,51.75769,14.32888,1900,39000,1,chandler,1
Coventry,,United Kingdom,52.40656,-1.51217,1900,68000,3,chandler,1
Craiova,,Romania,44.333333,23.816667,1900,45000,2,chandler,1
Cremona,,Italy,45.13617,10.02797,1900,31000,1,chandler,1
Crewe,,United Kingdom,53.09787,-2.44161,1900,41000,1,chandler,1
Cuddalore,,India,11.74629,79.76436,1900,51000,2,chandler,1
Cuenca,,Ecuador,-2.8992,-79.0153,1900,30000,1,chandler,1
Cuiaba,"Cuiab�, Cuyaba",Brazil,-15.598917,-56.094894,1900,34000,1,chandler,1
Curitiba,,Brazil,-25.42778,-49.27306,1900,49000,1,chandler,1
Cuttack,,India,20.46497,85.87927,1900,51000,1,chandler,1
Czestochowa,,Poland,50.79646,19.12409,1900,53000,1,chandler,1
Dali,Tali,China,25.606486,100.267638,1900,31000,1,chandler,1
Dallas,Texas,United States of America,32.78014,-96.800451,1900,42000,1,chandler,1
Damascus,,Syria,33.5102,36.29128,1900,165000,1,chandler,1
Darbhanga,,India,26.15216,85.89707,1900,66000,1,chandler,1
Darlington,,United Kingdom,54.527,-1.5526,1900,43000,3,chandler,1
Darmstadt,,Germany,49.87056,8.64944,1900,72000,1,chandler,1
Datong,"Taitong, Tatung",China,40.083333,113.3,1900,55000,2,chandler,1
Daugavpils,Dvinsk,Latvia,55.875,26.535556,1900,73000,3,chandler,1
Davenport,Iowa,United States of America,41.5431,-90.5908,1900,71000,3,chandler,1
Dayton,Ohio,United States of America,39.11284,-84.47272,1900,85000,1,chandler,1
Debrecen,,Hungary,47.53333,21.63333,1900,72000,1,chandler,1
Delft,,Netherlands,52.00667,4.35556,1900,31000,1,chandler,1
Delhi,,India,28.65381,77.22897,1900,207000,1,chandler,1
Denver,Colorado,United States of America,39.737567,-104.984718,1900,133000,1,chandler,1
Dera Ismail Khan,,Pakistan,31.83269,70.9024,1900,31000,1,chandler,1
Derby,,United Kingdom,52.922531,-1.474619,1900,112000,1,chandler,1
Des Moines,Iowa,United States of America,41.60054,-93.60911,1900,62000,1,chandler,1
Dessau-Rosslau,,Germany,51.83864,12.24555,1900,50000,1,chandler,1
Detroit,Michigan,United States of America,42.33143,-83.04575,1900,297000,1,chandler,1
Dewsbury,,United Kingdom,53.69076,-1.62907,1900,57000,1,chandler,1
Dhaka,Dacca,India,23.709921,90.407143,1900,90000,1,chandler,1
Dharwad,Dharwar,India,15.364708,75.123955,1900,31000,3,chandler,1
Dienne,"Guinea, Jenne",Senegal,15.033366,-16.350122,1900,6000,3,chandler,1
Dijon,,France,47.31667,5.01667,1900,71000,1,chandler,1
Dikwa,Emirate,Nigeria,12.02396,13.91646,1900,50000,1,chandler,1
Dnipropetrovsk,"Dnepropetrovsk, Ekaterinoslav",Ukraine,48.464717,35.046183,1900,135000,1,chandler,1
Dordrecht,,Netherlands,51.81,4.67361,1900,38000,1,chandler,1
Dortmund,,Germany,51.51494,7.466,1900,142000,1,chandler,1
Dover,,United Kingdom,51.13333,1.3,1900,40000,1,chandler,1
Dresden,,Germany,51.05089,13.73832,1900,540000,1,chandler,1
Dublin,,Ireland,53.33306,-6.24889,1900,382000,1,chandler,1
Dubuque,Iowa,United States of America,42.50056,-90.66457,1900,36000,1,chandler,1
Duluth,Minnesota,United States of America,46.786672,-92.100485,1900,84000,1,chandler,1
Dumyat,Damietta,Egypt,31.41648,31.81332,1900,30000,1,chandler,1
Dundee,,United Kingdom,56.5,-2.96667,1900,160000,1,chandler,1
Dunedin,,New Zealand,-45.87416,170.50361,1900,51000,1,chandler,1
Dunkerque,Dunkirk,France,51.0383,2.3775,1900,70000,1,chandler,1
Durango,,Mexico,24.016667,-104.666667,1900,31000,3,chandler,1
Durban,,South Africa,-29.8579,31.0292,1900,56000,1,chandler,1
Dusseldorf,D�sseldorf ,Germany,51.22172,6.77616,1900,213000,1,chandler,1
Eastbourne,,United Kingdom,50.76871,0.28453,1900,42000,1,chandler,1
Edessa,Urfa,Turkey,37.15,38.8,1900,55000,1,chandler,1
Edinburgh,,United Kingdom,55.95206,-3.19648,1900,400000,1,chandler,1
Edirne,Adrianople,Turkey,41.681808,26.562269,1900,81000,1,chandler,1
Eisenach,,Germany,50.9807,10.31522,1900,31000,1,chandler,1
Elblag,Elbing,Poland,54.166667,19.4,1900,52000,2,chandler,1
Elmira,New York,United States of America,42.0898,-76.80773,1900,37000,3,chandler,1
Erfurt,,Germany,50.9787,11.03283,1900,85000,1,chandler,1
Erzurum,"Theodosiopolis, Erzerum",Turkey,39.90861,41.27694,1900,48000,1,chandler,1
Esfahan,Isfahan,Iran,32.651389,51.679192,1900,80000,1,chandler,1
Etawah,,India,26.7778,79.02159,1900,42000,1,chandler,1
Evansville,Indiana,United States of America,37.97476,-87.55585,1900,59000,1,chandler,1
Exeter,,United Kingdom,50.7236,-3.52751,1900,54000,1,chandler,1
Faiyum,Medinet-el-Fayum,Egypt,29.308374,30.844105,1900,32000,2,chandler,1
Faizabad,"Ayodhya, Ajodhya, Fyzabad",India,26.779386,82.142169,1900,75000,2,chandler,1
Fall River,Massachusetts,United States of America,41.70149,-71.15505,1900,104000,1,chandler,1
Farrukhabad,,India,27.39048,79.58006,1900,68000,3,chandler,1
Ferrara,,Italy,44.82678,11.62071,1900,33000,1,chandler,1
Fez,Fes,Morocco,34.033333,-5.01,1900,96000,1,chandler,1
Firozpur,Ferozepore,India,30.918094,74.616113,1900,49000,1,chandler,1
Fitchburg,Massachusetts,United States of America,42.58342,-71.8023,1900,31000,1,chandler,1
Flensburg,,Germany,54.78431,9.43961,1900,48000,1,chandler,1
Florence,Firenze,Italy,43.771033,11.248,1900,203000,1,chandler,1
Florianopolis,Florian�polis ,Brazil,-27.59667,-48.54917,1900,32000,1,chandler,1
Foggia,,Italy,41.46093,15.54925,1900,47000,1,chandler,1
Folkestone,,United Kingdom,51.08333,1.18333,1900,30000,1,chandler,1
Forst,,Germany,51.73544,14.63971,1900,32000,1,chandler,1
Fort Wayne,Indiana,United States of America,41.1306,-85.12886,1900,45000,2,chandler,1
Fortaleza,,Brazil,-3.71722,-38.54306,1900,48000,1,chandler,1
Frankfurt am Main,,Germany,50.110922,8.682128,1900,350000,1,chandler,1
Frankfurt/Oder,Oder,Germany,52.34249,14.538127,1900,61000,2,chandler,1
Freetown,,Sierra Leone,8.43194,-13.28972,1900,34000,1,chandler,1
Freiberg,,Germany,50.91089,13.33881,1900,30000,1,chandler,1
Freiburg im Breisgau,,Germany,47.9959,7.85222,1900,61000,1,chandler,1
Fukui,,Japan,36.065178,136.221527,1900,46000,1,chandler,1
Fukuoka,Hakata,Japan,33.591389,130.414722,1900,67000,2,chandler,1
Furth,F�rth ,Germany,49.477117,10.988667,1900,54000,1,chandler,1
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111,119.306389,1900,250000,1,chandler,1
Galati,Galatz,Romania,45.42572,28.031044,1900,62000,1,chandler,1
Galle,,Sri Lanka,6.0367,80.217,1900,37000,1,chandler,1
Galveston,Texas,United States of America,29.281111,-94.825833,1900,37000,1,chandler,1
Ganja,Elizavetpol,Azerbaijan,40.682778,46.360556,1900,33000,2,chandler,1
Gaya,,India,24.79686,85.00385,1900,71000,1,chandler,1
Gdansk,Danzig,Poland,54.352025,18.64663,1900,140000,2,chandler,1
Geneva,Gen�ve ,Switzerland,46.198392,6.142297,1900,112000,1,chandler,1
Genova,Genoa,Italy,44.40565,8.946256,1900,269000,1,chandler,1
Gent,Ghent,Belgium,51.053469,3.730378,1900,198000,1,chandler,1
Georgetown,,Guyana,6.8,-58.166667,1900,53000,2,chandler,1
Gera,,Germany,50.88029,12.08187,1900,45000,1,chandler,1
Ghazipur,"Ghazeepore, Gauspur, Ghazipour",India,25.58052,83.58058,1900,39000,1,chandler,1
Gibraltar,,Britain  ,36.14474,-5.35257,1900,59000,2,chandler,1
Gifu,,Japan,35.423298,136.760654,1900,32000,1,chandler,1
Glasgow,,United Kingdom,55.86515,-4.25763,1900,1015000,1,chandler,1
Gliwice,Gleiwitz,Poland,50.294491,18.671384,1900,386000,1,chandler,1
Gloucester,,United Kingdom,51.87,-2.24,1900,47000,1,chandler,1
Gomel,,Belarus,52.445278,30.984167,1900,45000,1,chandler,1
Gorakhpur,,India,26.760555,83.373168,1900,64000,2,chandler,1
Gorlitz,"Corlitz, G�rlitz ",Germany,51.150627,14.968707,1900,80000,3,chandler,1
